0,IUPAC_name,official_name,aliases,designated_date_ja,pubchem_cid,inchi_key,effective_date,gazette_date,source_link
165,"1-(3,4-jimethoxyphenyl)-2- (pirorijin-1-iru)hekisan-1- on","3, 4-Dimethoxy-α-PHP",,平成26年11月18日,,,,,
166,"1-(3,4-jimethoxyphenyl)-2- (pirorijin-1-iru)pentan-1- on","3, 4-Dimethoxy-α-PVP",,平成26年3月6日,,,,,
167,"1-(3,4-jimethoxyphenyl)-2- (mechiruamineo)puropan-1-on及び その salts","3, 4-Dimethoxymethcathinone",,平成28年6月22日,,,,,
168,"2-(2,5-jimethoxyphenyl)-N- (2-methoxybenzylu)etanamine及 びその salts",25H-NBOMe,,平成26年3月6日,,,,,
169,"2-(2,5-jimethoxy-4-puropiru phenyl)etanamine",2C-P,,平成27年3月25日,,,,,
170,"1-(3,5-jimethoxy-4-puropoki shiphenyl)puropan-2-amine及び その salts",3C-P,,平成30年2月28日,,,,,
171,"2-(2,5-jimethoxy-4-mechirufe niru)etanamine",2C-D,,平成28年1月21日,,,,,
172,"2-(2,5-jimethoxy-4-mechirufe niru)-2-methoxyetanamine及びそ の salts",BOD (β-METHOXY-2C-D),,令和2年8月26日,,,,,
173,"{1-[(tetrahydropiran-4-iru)me chiru]-1H-indo-ru-3-iru} (2,2,3,3-tetoramechirushikuropuro pan-1-iru)metanon",A-834735,,平成25年6月28日,,,,,
174,"(2,2,3,3-tetoramechirushikuropuro pan-1-iru)[1-(4,4,4-torifu ruorobuchiru)-1H-indo-ru-3 -iru]metanon",XLR-12,,平成26年6月11日,,,,,
